regn,regn_cbr,is_dead,death_date,closure_type,reason_text,reason_banki,reorg_info
375,375,True,,reorganisation,Реорганизация путем присоединения,отзыв лицензии,-1.0
581,581,True,,revocation,,отзыв лицензии,
2665,2665,True,,revocation,,отзыв лицензии,
1170,1170,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
1605,1605,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
701,701,True,,reorganisation,Реорганизация путем присоединения,решение о ликвидации,-1.0
2381,2381,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
587,587,True,,voluntary,,решение о ликвидации,
2736,2736,True,,revocation,,отзыв лицензии,
1142,1142,True,,voluntary,,решение о ликвидации,
921,921,True,,voluntary,,решение о ликвидации,
1815,1815,True,,voluntary,,решение о ликвидации,
3196,3196,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
3004,3004,True,,voluntary,,решение о ликвидации,
1178,1178,True,,voluntary,,решение о ликвидации,
1164,1164,True,,revocation,,отзыв лицензии,-1.0
898,898,True,,voluntary,,решение о ликвидации,
2198,2198,True,,revocation,,отзыв лицензии,
1940,1940,True,,voluntary,,решение о ликвидации,
560,560,True,,revocation,,отзыв лицензии,
1960,1960,True,,revocation,,отзыв лицензии,
2509,2509,True,,voluntary,Ликвидация по решению суда в связи с нарушением правовых норм,отзыв лицензии,-1.0
,3332-К,True,,revocation,Решением суда организация признана банкротом,отзыв лицензии,-1.0
